customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
FN99437,California,M,College,572027.54,91653.0,111.0,0.0,Corporate Auto,SUV,343.98412
DZ35379,Arizona,F,High School or Below,572027.54,69512.0,72.0,0.0,Personal Auto,Two-Door Car,196.977247
IA67715,California,F,High School or Below,572027.54,67332.0,192.0,0.0,Personal Auto,Luxury Car,921.6
JG61793,Washington,M,High School or Below,572027.54,0.0,98.0,0.0,Personal Auto,Four-Door Car,705.6
CR41258,Nevada,M,College,572027.54,53304.0,65.0,0.0,Personal Auto,Four-Door Car,116.322725
BE75190,California,M,College,572027.54,28754.0,89.0,0.0,Corporate Auto,Four-Door Car,427.2
EW16697,Arizona,F,High School or Below,572027.54,50201.0,64.0,0.0,Personal Auto,Two-Door Car,99.894584
HI60054,California,F,Bachelor,572027.54,51593.0,80.0,0.0,Personal Auto,Two-Door Car,202.905809
MU57098,Oregon,F,Bachelor,572027.54,0.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
WB21698,California,F,High School or Below,572027.54,31974.0,92.0,0.0,Personal Auto,Four-Door Car,388.135527
MU75490,Oregon,M,Bachelor,572027.54,31756.0,107.0,0.0,Corporate Auto,SUV,415.850776
UA44429,California,F,College,572027.54,0.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
PP64004,Nevada,F,Bachelor,572027.54,20369.0,105.0,0.0,Personal Auto,SUV,1126.65778
FI77477,Washington,M,College,572027.54,0.0,126.0,0.0,Personal Auto,SUV,907.2
NT40494,California,F,High School or Below,572027.54,66933.0,63.0,0.0,Personal Auto,Four-Door Car,160.52105
YM98727,California,F,High School or Below,572027.54,39843.0,109.0,0.0,Personal Auto,Four-Door Car,523.2
NT77164,Arizona,M,Doctor,572027.54,16686.0,71.0,0.0,Personal Auto,Four-Door Car,125.510669
IL91509,Oregon,F,Bachelor,572027.54,0.0,190.0,0.0,Special Auto,Luxury Car,1398.023248
PS47550,California,F,High School or Below,572027.54,80237.0,108.0,0.0,Personal Auto,SUV,776.601764
PK66498,California,M,High School or Below,572027.54,72897.0,73.0,0.0,Personal Auto,Two-Door Car,507.709291
NG93751,California,M,Bachelor,572027.54,46435.0,82.0,0.0,Corporate Auto,Two-Door Car,350.325879
KL84615,Arizona,M,High School or Below,572027.54,0.0,68.0,0.0,Personal Auto,Four-Door Car,469.278843
AP27994,Oregon,F,High School or Below,572027.54,23124.0,112.0,0.0,Special Auto,Sports Car,537.6
TP20456,Arizona,M,High School or Below,572027.54,45310.0,229.0,0.0,Personal Auto,Luxury SUV,1550.375183
OB21477,Oregon,M,College,572027.54,53437.0,91.0,0.0,Personal Auto,Two-Door Car,436.8
LH80781,Washington,F,College,572027.54,0.0,73.0,0.0,Personal Auto,Four-Door Car,655.791955
UU70820,Arizona,F,College,572027.54,27880.0,74.0,0.0,Personal Auto,Four-Door Car,199.444294
ER66372,California,F,Bachelor,572027.54,45963.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
XD81935,Oregon,F,Bachelor,572027.54,35625.0,65.0,0.0,Personal Auto,Four-Door Car,288.572108
AT30076,Nevada,F,High School or Below,572027.54,31727.0,92.0,0.0,Personal Auto,Four-Door Car,495.750669
EW34576,Arizona,F,High School or Below,572027.54,53071.0,72.0,0.0,Corporate Auto,Four-Door Car,386.225897
XC14741,California,M,High School or Below,572027.54,97735.0,73.0,0.0,Corporate Auto,Four-Door Car,188.667196
PG84165,California,M,High School or Below,572027.54,0.0,77.0,0.0,Personal Auto,Four-Door Car,554.4
CN16311,Oregon,F,Master,572027.54,52218.0,68.0,0.0,Corporate Auto,Four-Door Car,33.781673
TZ19823,California,F,Bachelor,572027.54,25820.0,82.0,0.0,Personal Auto,Four-Door Car,393.6
NC34154,California,F,High School or Below,572027.54,17950.0,71.0,0.0,Special Auto,Two-Door Car,340.8
LQ50657,Arizona,F,High School or Below,572027.54,82477.0,90.0,0.0,Personal Auto,Two-Door Car,432.0
JL16084,Arizona,F,College,572027.54,0.0,95.0,0.0,Personal Auto,Four-Door Car,564.302867
CJ81391,Oregon,M,College,572027.54,64801.0,64.0,0.0,Personal Auto,Four-Door Car,268.471802
WQ89892,Washington,F,College,572027.54,0.0,70.0,0.0,Special Auto,Two-Door Car,336.0
JW70372,Arizona,F,Doctor,572027.54,61233.0,89.0,0.0,Personal Auto,Four-Door Car,181.287697
AW17574,Nevada,F,Bachelor,572027.54,0.0,129.0,0.0,Corporate Auto,SUV,628.366119
GL66847,Arizona,F,Bachelor,572027.54,62902.0,69.0,0.0,Personal Auto,Two-Door Car,159.383042
DC62428,Arizona,M,High School or Below,572027.54,20244.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
KR54589,California,F,High School or Below,572027.54,86812.0,73.0,0.0,Personal Auto,Four-Door Car,45.472477
BC47264,California,F,College,572027.54,62192.0,98.0,0.0,Special Auto,Two-Door Car,243.292609
SN58128,Oregon,F,College,572027.54,34948.0,130.0,0.0,Personal Auto,SUV,443.786437
TD97297,Oregon,M,Bachelor,572027.54,35456.0,109.0,0.0,Personal Auto,Sports Car,505.082702
TK13024,Oregon,M,College,572027.54,80640.0,111.0,0.0,Personal Auto,SUV,313.270725
LR97507,Arizona,M,High School or Below,572027.54,0.0,74.0,0.0,Corporate Auto,Four-Door Car,663.423782
KC14861,Oregon,M,High School or Below,572027.54,91193.0,185.0,0.0,Personal Auto,Luxury SUV,1.587888
DC37886,Arizona,F,High School or Below,572027.54,73692.0,67.0,0.0,Personal Auto,Two-Door Car,24.843535
SP56326,Arizona,F,High School or Below,572027.54,12195.0,101.0,0.0,Personal Auto,Four-Door Car,670.581817
OQ99704,Washington,F,Bachelor,572027.54,52801.0,100.0,0.0,Personal Auto,SUV,475.20088
GQ92754,Nevada,M,College,572027.54,0.0,87.0,0.0,Personal Auto,Four-Door Car,417.6
DX28320,California,F,High School or Below,572027.54,0.0,72.0,0.0,Personal Auto,Four-Door Car,594.683752
BM83544,Arizona,F,Bachelor,572027.54,0.0,108.0,0.0,Personal Auto,SUV,518.4
YB96664,Washington,M,Bachelor,572027.54,75644.0,65.0,0.0,Corporate Auto,Two-Door Car,467.803638
RO90746,California,F,High School or Below,572027.54,60192.0,220.0,0.0,Personal Auto,Luxury Car,1056.0
UV46349,Oregon,F,Bachelor,572027.54,0.0,90.0,0.0,Personal Auto,Four-Door Car,134.442783
MY32188,Oregon,M,Bachelor,572027.54,0.0,74.0,0.0,Corporate Auto,Two-Door Car,355.2
OV87950,California,M,College,572027.54,29242.0,73.0,0.0,Personal Auto,Two-Door Car,350.4
ZG82132,Oregon,F,Bachelor,572027.54,69379.0,103.0,0.0,Personal Auto,Two-Door Car,494.4
LZ31103,Oregon,F,College,572027.54,63860.0,62.0,0.0,Personal Auto,Four-Door Car,208.598246
HO79663,Arizona,F,Doctor,572027.54,45281.0,104.0,0.0,Personal Auto,Sports Car,65.03063
RS57109,Arizona,F,Bachelor,572027.54,51193.0,104.0,0.0,Personal Auto,Two-Door Car,97.313649
NA21420,Oregon,F,Bachelor,572027.54,62074.0,67.0,0.0,Corporate Auto,Four-Door Car,49.435556
MY98825,California,F,Bachelor,572027.54,64304.0,68.0,0.0,Corporate Auto,Two-Door Car,65.471028
VW73816,Oregon,M,Bachelor,572027.54,73795.0,116.0,0.0,Personal Auto,SUV,501.716934
FN66189,Oregon,F,College,572027.54,84376.0,96.0,0.0,Personal Auto,Four-Door Car,43.578516
HU75748,Arizona,F,High School or Below,572027.54,0.0,66.0,0.0,Personal Auto,Two-Door Car,470.691875
OS11465,Oregon,M,High School or Below,572027.54,79153.0,106.0,0.0,Special Auto,SUV,508.8
UY61913,Oregon,M,College,572027.54,17950.0,118.0,0.0,Personal Auto,SUV,425.489592
OD70577,Arizona,F,College,572027.54,0.0,80.0,0.0,Personal Auto,Two-Door Car,962.526106
DC91024,Oregon,M,Bachelor,572027.54,0.0,69.0,0.0,Personal Auto,Two-Door Car,331.2
VQ67172,Oregon,F,College,572027.54,0.0,72.0,0.0,Corporate Auto,Four-Door Car,622.992063
MF23895,Arizona,F,College,572027.54,58139.0,65.0,0.0,Corporate Auto,Four-Door Car,33.171413
AA10041,California,M,High School or Below,572027.54,0.0,113.0,0.0,Personal Auto,SUV,1258.327804
DV36320,California,F,High School or Below,572027.54,80991.0,223.0,0.0,Personal Auto,Luxury SUV,937.327881
UE72026,California,F,College,572027.54,69678.0,126.0,0.0,Personal Auto,Sports Car,306.818754
SE78641,Arizona,M,Bachelor,572027.54,0.0,67.0,0.0,Personal Auto,Two-Door Car,577.385463
YC69616,Arizona,F,College,572027.54,14030.0,72.0,0.0,Personal Auto,Two-Door Car,345.6
SM10254,Oregon,F,Bachelor,572027.54,13037.0,124.0,0.0,Personal Auto,SUV,839.348464
AG45299,California,M,College,572027.54,76763.0,108.0,0.0,Personal Auto,SUV,186.459607
KS45476,Washington,F,High School or Below,572027.54,50461.0,131.0,0.0,Personal Auto,Sports Car,810.06514
No69427,California,M,High School or Below,572027.54,69604.0,70.0,0.0,Corporate Auto,Four-Door Car,112.336604
BA52133,California,M,Master,572027.54,22908.0,68.0,0.0,Personal Auto,Four-Door Car,387.774781
WT59944,California,F,College,572027.54,68273.0,146.0,0.0,Personal Auto,Sports Car,76.475359
XV30885,California,M,College,572027.54,95550.0,116.0,0.0,Personal Auto,SUV,381.570261
LU79865,Nevada,M,Bachelor,572027.54,88370.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
BL29046,Oregon,F,Doctor,572027.54,68931.0,66.0,0.0,Corporate Auto,Four-Door Car,309.577946
AM34581,Oregon,F,Bachelor,572027.54,24432.0,87.0,0.0,Corporate Auto,Two-Door Car,71.10847
YN75239,Oregon,M,College,572027.54,77577.0,199.0,0.0,Personal Auto,Luxury SUV,35.768916
OJ84485,California,M,High School or Below,572027.54,12607.0,110.0,0.0,Personal Auto,SUV,528.0
JA12995,Oregon,F,College,572027.54,0.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
OD85990,Oregon,F,Bachelor,572027.54,23474.0,102.0,0.0,Corporate Auto,SUV,489.6
NZ57264,California,M,Bachelor,572027.54,0.0,113.0,0.0,Personal Auto,SUV,813.6
OL39995,Oregon,M,Bachelor,572027.54,0.0,65.0,0.0,Personal Auto,Four-Door Car,360.480689
LK51620,California,M,High School or Below,572027.54,98478.0,106.0,0.0,Corporate Auto,Four-Door Car,508.8
ZB91993,Arizona,M,College,572027.54,23091.0,96.0,0.0,Personal Auto,Four-Door Car,460.8
SZ60342,Arizona,M,College,572027.54,51071.0,65.0,0.0,Personal Auto,Two-Door Car,312.0
WE80653,Oregon,F,Bachelor,572027.54,0.0,103.0,0.0,Personal Auto,SUV,2.455033
EE28119,Arizona,F,Bachelor,572027.54,69921.0,118.0,0.0,Personal Auto,Two-Door Car,373.227044
GA49547,Washington,M,High School or Below,572027.54,36357.0,68.0,0.0,Personal Auto,Four-Door Car,17.269323
BA92673,Oregon,F,High School or Below,572027.54,0.0,63.0,0.0,Personal Auto,Four-Door Car,40.622304
PT70350,Oregon,M,High School or Below,572027.54,27607.0,104.0,0.0,Corporate Auto,Four-Door Car,640.584145
KL29678,Oregon,F,Master,572027.54,43610.0,106.0,0.0,Personal Auto,Sports Car,508.8
HL84679,Oregon,F,Bachelor,572027.54,0.0,91.0,0.0,Personal Auto,Four-Door Car,436.8
GH94657,California,M,Bachelor,572027.54,14660.0,61.0,0.0,Personal Auto,Four-Door Car,396.608751
EZ71780,Arizona,F,High School or Below,572027.54,26864.0,78.0,0.0,Special Auto,Four-Door Car,374.4
BW76745,Oregon,M,Doctor,572027.54,36631.0,62.0,0.0,Personal Auto,Four-Door Car,67.530904
TN64240,California,F,Bachelor,572027.54,42582.0,99.0,0.0,Corporate Auto,Four-Door Car,629.344642
AE23906,Arizona,M,College,572027.54,37256.0,62.0,0.0,Personal Auto,Four-Door Car,128.969729
CX20455,Arizona,M,College,572027.54,0.0,102.0,0.0,Corporate Auto,SUV,489.6
KX18446,Washington,M,High School or Below,572027.54,56980.0,84.0,0.0,Corporate Auto,Two-Door Car,599.000883
NR66922,Oregon,M,Master,572027.54,98254.0,94.0,0.0,Corporate Auto,Four-Door Car,229.711908
PQ27923,Washington,M,Master,572027.54,71737.0,79.0,0.0,Personal Auto,Two-Door Car,338.79562
No81415,Arizona,M,Bachelor,572027.54,31177.0,79.0,0.0,Personal Auto,Four-Door Car,905.699717
OI48534,California,F,High School or Below,572027.54,98338.0,65.0,0.0,Personal Auto,Four-Door Car,35.597288
FH83537,California,F,High School or Below,572027.54,0.0,106.0,0.0,Personal Auto,Sports Car,879.42749
VH94792,California,F,Bachelor,572027.54,0.0,65.0,0.0,Special Auto,Four-Door Car,312.0
VD37089,Washington,M,College,572027.54,29938.0,90.0,0.0,Corporate Auto,Four-Door Car,562.426585
UW68708,California,F,Bachelor,572027.54,0.0,69.0,0.0,Personal Auto,Four-Door Car,496.8
PV39600,California,M,Bachelor,572027.54,24285.0,111.0,0.0,Personal Auto,Two-Door Car,1257.527908
ZD42919,California,M,Master,572027.54,32983.0,113.0,0.0,Personal Auto,SUV,466.81627
ZX68434,California,F,Doctor,572027.54,0.0,134.0,0.0,Personal Auto,SUV,643.2
CH81088,Oregon,F,Bachelor,572027.54,71333.0,93.0,0.0,Personal Auto,Four-Door Car,343.755209
SV68939,Arizona,F,Master,572027.54,33157.0,124.0,0.0,Personal Auto,SUV,286.003968
WI81695,Oregon,F,College,572027.54,0.0,91.0,0.0,Personal Auto,Four-Door Car,436.8
OU50429,California,M,Bachelor,572027.54,36580.0,64.0,0.0,Personal Auto,Four-Door Car,460.8
TE44937,Oregon,F,High School or Below,572027.54,11432.0,119.0,0.0,Personal Auto,SUV,571.2
GC29421,California,F,High School or Below,572027.54,78596.0,73.0,0.0,Personal Auto,Four-Door Car,106.267659
RF71693,Arizona,F,Bachelor,572027.54,35143.0,65.0,0.0,Corporate Auto,Four-Door Car,171.184016
JZ22920,Arizona,M,Master,572027.54,29606.0,81.0,0.0,Personal Auto,Four-Door Car,438.276898
ZL68596,Arizona,M,Master,572027.54,53228.0,73.0,0.0,Special Auto,Four-Door Car,137.195447
GV91160,Oregon,F,High School or Below,572027.54,10312.0,78.0,0.0,Personal Auto,Four-Door Car,486.278557
PC80039,Oregon,F,Bachelor,572027.54,19864.0,63.0,0.0,Personal Auto,Four-Door Car,352.394515
RH72839,Nevada,F,High School or Below,572027.54,76157.0,116.0,0.0,Personal Auto,Two-Door Car,556.8
SV15363,California,M,High School or Below,572027.54,44368.0,80.0,0.0,Personal Auto,Two-Door Car,384.0
CN17219,Oregon,M,College,572027.54,27961.0,72.0,0.0,Personal Auto,Two-Door Car,345.6
ZM84839,California,F,College,572027.54,92777.0,68.0,0.0,Personal Auto,Two-Door Car,158.041549
ZO31878,Oregon,F,Master,572027.54,55992.0,67.0,0.0,Personal Auto,Four-Door Car,191.409775
BU70181,Arizona,M,Master,572027.54,88997.0,72.0,0.0,Personal Auto,Four-Door Car,174.041566
RN20799,Arizona,F,High School or Below,572027.54,21926.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
VF58561,Oregon,F,Bachelor,572027.54,82413.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
HU26687,California,M,Bachelor,572027.54,48008.0,73.0,0.0,Personal Auto,Four-Door Car,137.081716
VT84289,California,F,College,572027.54,87796.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
ZG17326,Oregon,M,Bachelor,572027.54,38928.0,64.0,0.0,Personal Auto,Four-Door Car,326.660051
ZR84007,Arizona,M,Bachelor,572027.54,58779.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
WM17695,Washington,F,Doctor,572027.54,98912.0,135.0,0.0,Personal Auto,SUV,714.831947
YR76491,Oregon,F,College,572027.54,0.0,137.0,0.0,Personal Auto,SUV,32.978158
NY93341,Arizona,F,High School or Below,572027.54,33882.0,114.0,0.0,Personal Auto,SUV,272.835064
BC87161,Oregon,M,Bachelor,572027.54,92296.0,69.0,0.0,Personal Auto,Two-Door Car,331.2
PW23851,Oregon,F,Bachelor,572027.54,63287.0,127.0,0.0,Personal Auto,SUV,617.202619
UM73815,Arizona,F,High School or Below,572027.54,74871.0,178.0,0.0,Personal Auto,SUV,854.4
HW19506,Arizona,F,High School or Below,572027.54,37995.0,139.0,0.0,Personal Auto,SUV,667.2
JF90784,California,F,High School or Below,572027.54,0.0,139.0,0.0,Personal Auto,SUV,1389.140121
OW15518,Washington,F,College,572027.54,0.0,87.0,0.0,Personal Auto,Two-Door Car,46.041452
BR28896,Nevada,M,High School or Below,572027.54,64706.0,81.0,0.0,Personal Auto,Two-Door Car,372.909686
PD32943,Oregon,M,Bachelor,572027.54,0.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
GM83516,Arizona,M,College,572027.54,29500.0,67.0,0.0,Corporate Auto,Four-Door Car,321.6
BK15048,Arizona,M,College,572027.54,0.0,69.0,0.0,Personal Auto,Four-Door Car,496.8
RA27021,Nevada,F,Bachelor,572027.54,26410.0,91.0,0.0,Corporate Auto,Four-Door Car,184.516188
JW15941,California,M,Master,572027.54,97832.0,95.0,0.0,Personal Auto,Two-Door Car,107.661239
GP20408,Oregon,F,College,572027.54,94903.0,94.0,0.0,Personal Auto,Two-Door Car,451.2
AM57175,Oregon,F,High School or Below,572027.54,62473.0,76.0,0.0,Personal Auto,Four-Door Car,507.560729
RI40862,Nevada,M,College,572027.54,85704.0,69.0,0.0,Personal Auto,Four-Door Car,325.395532
EY86980,Oregon,M,Bachelor,572027.54,74270.0,78.0,0.0,Corporate Auto,Two-Door Car,122.486486
FG24850,Oregon,F,Master,572027.54,22886.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
JB39997,California,F,College,572027.54,36464.0,78.0,0.0,Personal Auto,Four-Door Car,93.515817
CG43444,California,F,Bachelor,572027.54,33599.0,80.0,0.0,Personal Auto,Four-Door Car,111.265486
ZG69918,Oregon,M,College,572027.54,20819.0,73.0,0.0,Special Auto,Four-Door Car,206.863422
GM70734,California,F,College,572027.54,29095.0,91.0,0.0,Corporate Auto,Two-Door Car,280.800938
PM14429,California,M,College,572027.54,30852.0,88.0,0.0,Personal Auto,Four-Door Car,318.866388
FD55376,California,M,High School or Below,572027.54,48448.0,74.0,0.0,Corporate Auto,Four-Door Car,355.2
PS25185,Washington,F,Bachelor,572027.54,20079.0,110.0,0.0,Corporate Auto,Two-Door Car,528.0
YE70791,California,M,High School or Below,572027.54,12430.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
UN52560,Arizona,M,Bachelor,572027.54,47669.0,80.0,0.0,Personal Auto,Four-Door Car,384.0
SS95187,Arizona,M,Bachelor,572027.54,40794.0,87.0,0.0,Personal Auto,Four-Door Car,334.452807
OU62959,California,M,Bachelor,572027.54,95340.0,198.0,0.0,Personal Auto,Luxury SUV,808.844338
ZV36800,Oregon,M,Bachelor,572027.54,14476.0,113.0,0.0,Corporate Auto,Sports Car,542.4
XF83901,Arizona,F,College,572027.54,0.0,105.0,0.0,Personal Auto,Four-Door Car,756.0
RE12758,California,M,High School or Below,572027.54,26116.0,85.0,0.0,Personal Auto,Four-Door Car,612.0
CH97666,California,M,Bachelor,572027.54,12454.0,100.0,0.0,Personal Auto,Sports Car,720.0
NU25698,Oregon,F,High School or Below,572027.54,48245.0,121.0,0.0,Personal Auto,SUV,580.8
ZV80216,Oregon,M,High School or Below,572027.54,0.0,153.0,0.0,Personal Auto,SUV,1027.000029
PB47955,Oregon,F,Bachelor,572027.54,0.0,119.0,0.0,Personal Auto,SUV,856.8
BD36887,Nevada,F,College,572027.54,37478.0,105.0,0.0,Personal Auto,Sports Car,653.685468
JG65202,Oregon,M,High School or Below,572027.54,0.0,74.0,0.0,Personal Auto,Two-Door Car,568.798455
YV76240,Oregon,F,College,572027.54,45732.0,134.0,0.0,Corporate Auto,SUV,611.918994
LN28900,California,M,Bachelor,572027.54,0.0,85.0,0.0,Personal Auto,Four-Door Car,612.0
IN77241,Washington,M,Bachelor,572027.54,65978.0,67.0,0.0,Corporate Auto,Two-Door Car,251.795869
DI42246,Arizona,M,College,572027.54,0.0,62.0,0.0,Personal Auto,Four-Door Car,325.88607
SE86346,Nevada,F,College,572027.54,58467.0,65.0,0.0,Corporate Auto,Four-Door Car,452.915621
FK46365,Washington,F,College,572027.54,82427.0,102.0,0.0,Personal Auto,SUV,489.6
XW93623,Nevada,M,Bachelor,572027.54,33811.0,184.0,0.0,Personal Auto,Luxury SUV,587.37679
FJ62579,Oregon,M,High School or Below,572027.54,0.0,183.0,0.0,Personal Auto,Luxury SUV,878.4
ZZ22193,California,F,Master,572027.54,37675.0,71.0,0.0,Personal Auto,Four-Door Car,380.919824
ZY77695,Arizona,M,Bachelor,572027.54,0.0,72.0,0.0,Personal Auto,Two-Door Car,345.6
ZJ65064,California,F,College,572027.54,0.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
FA59186,California,M,High School or Below,572027.54,0.0,67.0,0.0,Personal Auto,Two-Door Car,482.4
XS74336,Washington,F,High School or Below,572027.54,0.0,71.0,0.0,Personal Auto,Four-Door Car,511.2
RT80802,Nevada,M,College,572027.54,19851.0,102.0,0.0,Personal Auto,Sports Car,220.038588
KN65809,Washington,F,High School or Below,572027.54,0.0,99.0,0.0,Personal Auto,Four-Door Car,475.2
QF17381,Arizona,F,Bachelor,572027.54,0.0,62.0,0.0,Corporate Auto,Four-Door Car,740.838216
JF16897,Oregon,F,High School or Below,572027.54,28360.0,73.0,0.0,Personal Auto,Four-Door Car,863.909989
PB90912,California,M,High School or Below,572027.54,70833.0,193.0,0.0,Personal Auto,Luxury SUV,926.4
CH50339,Arizona,F,Master,572027.54,0.0,69.0,0.0,Corporate Auto,Four-Door Car,470.275242
GU41198,California,F,Bachelor,572027.54,62421.0,80.0,0.0,Corporate Auto,Four-Door Car,384.0
CT96082,Oregon,F,Bachelor,572027.54,13933.0,62.0,0.0,Corporate Auto,Two-Door Car,49.364254
KP26590,Nevada,F,Bachelor,572027.54,40513.0,96.0,0.0,Personal Auto,Four-Door Car,151.589577
ZQ51896,Oregon,M,College,572027.54,0.0,108.0,0.0,Special Auto,SUV,777.6
BI34286,Oregon,M,Master,572027.54,47259.0,81.0,0.0,Corporate Auto,Four-Door Car,388.8
XJ97760,California,M,Master,572027.54,35039.0,61.0,0.0,Personal Auto,Four-Door Car,254.308991
CO71128,California,F,College,572027.54,0.0,190.0,0.0,Personal Auto,Luxury SUV,1368.0
SJ88799,Washington,M,High School or Below,572027.54,92539.0,101.0,0.0,Personal Auto,Four-Door Car,707.408058
RC74014,Oregon,F,College,572027.54,0.0,71.0,0.0,Special Auto,Two-Door Car,849.666647
CP66511,Oregon,M,High School or Below,572027.54,92038.0,65.0,0.0,Personal Auto,Two-Door Car,178.408186
JG13893,Nevada,M,Bachelor,572027.54,51789.0,61.0,0.0,Corporate Auto,Two-Door Car,435.835125
ER49844,Arizona,M,College,572027.54,61972.0,64.0,0.0,Personal Auto,Four-Door Car,138.961963
AU91447,Oregon,M,Doctor,572027.54,40870.0,105.0,0.0,Special Auto,SUV,504.0
SK58227,California,F,High School or Below,572027.54,52583.0,113.0,0.0,Personal Auto,SUV,528.20086
HG23705,Arizona,F,Bachelor,572027.54,79681.0,73.0,0.0,Personal Auto,Four-Door Car,9.160139
MV93555,Oregon,F,High School or Below,572027.54,69792.0,137.0,0.0,Personal Auto,SUV,696.757797
VQ20924,Arizona,F,High School or Below,572027.54,19794.0,93.0,0.0,Corporate Auto,Two-Door Car,603.077136
AR59416,Oregon,M,High School or Below,572027.54,0.0,113.0,0.0,Personal Auto,SUV,542.4
DF65548,California,F,Master,572027.54,26680.0,106.0,0.0,Personal Auto,Two-Door Car,508.8
PA28328,California,F,College,572027.54,93272.0,95.0,0.0,Corporate Auto,Four-Door Car,281.110788
WY31530,Oregon,M,Doctor,572027.54,0.0,68.0,0.0,Personal Auto,Two-Door Car,87.272319
LV89056,California,F,Bachelor,572027.54,0.0,91.0,0.0,Personal Auto,Four-Door Car,655.2
KC49055,Oregon,M,Bachelor,572027.54,21835.0,92.0,0.0,Personal Auto,Two-Door Car,621.617047
RA62150,Arizona,F,College,572027.54,0.0,116.0,0.0,Personal Auto,SUV,899.63718
OY70124,Washington,F,Bachelor,572027.54,73054.0,106.0,0.0,Personal Auto,SUV,419.365958
OT94107,Oregon,F,Bachelor,572027.54,35551.0,81.0,0.0,Personal Auto,Four-Door Car,565.108501
CF27806,California,F,Bachelor,572027.54,54507.0,138.0,0.0,Personal Auto,SUV,702.990032
EK50729,Oregon,M,Bachelor,572027.54,0.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
TF53472,Oregon,F,Bachelor,572027.54,41336.0,68.0,0.0,Personal Auto,Four-Door Car,263.090605
PG50529,California,F,High School or Below,572027.54,31972.0,70.0,0.0,Personal Auto,Four-Door Car,416.2618
QT46509,Oregon,M,College,572027.54,20416.0,93.0,0.0,Personal Auto,Four-Door Car,446.4
LI72489,Nevada,M,Bachelor,572027.54,46338.0,193.0,0.0,Corporate Auto,SUV,19.46445
MF74413,Oregon,M,High School or Below,572027.54,0.0,131.0,0.0,Personal Auto,SUV,628.8
SI58884,California,M,College,572027.54,17220.0,105.0,0.0,Personal Auto,SUV,504.0
KG53604,Oregon,M,College,572027.54,37256.0,62.0,0.0,Personal Auto,Four-Door Car,128.969729
XB97091,Arizona,F,High School or Below,572027.54,53602.0,115.0,0.0,Personal Auto,Sports Car,295.335363
JS12902,Oregon,F,High School or Below,572027.54,24732.0,107.0,0.0,Corporate Auto,Sports Car,72.771554
LL14393,Oregon,M,High School or Below,572027.54,23867.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
UJ71101,California,M,High School or Below,572027.54,0.0,124.0,0.0,Personal Auto,Sports Car,928.817071
ZY95807,California,M,Bachelor,572027.54,0.0,180.0,0.0,Corporate Auto,Luxury SUV,864.0
GA72966,Oregon,F,Bachelor,572027.54,46503.0,215.0,0.0,Personal Auto,Luxury SUV,1032.0
WS36101,Oregon,M,High School or Below,572027.54,0.0,63.0,0.0,Personal Auto,Four-Door Car,453.6
GY88677,Oregon,F,Bachelor,572027.54,46268.0,199.0,0.0,Personal Auto,Sports Car,842.000858
XT45580,Oregon,F,College,572027.54,60759.0,104.0,0.0,Corporate Auto,SUV,499.2
RY23571,California,F,Bachelor,572027.54,75615.0,65.0,0.0,Personal Auto,Four-Door Car,156.54837
NB82190,Oregon,M,College,572027.54,73742.0,68.0,0.0,Personal Auto,Two-Door Car,27.210992
XG14438,Arizona,M,College,572027.54,0.0,126.0,0.0,Personal Auto,SUV,604.8
TQ84956,California,M,High School or Below,572027.54,55687.0,276.0,0.0,Corporate Auto,Luxury SUV,1324.8
FV58292,Oregon,M,Bachelor,572027.54,74015.0,72.0,0.0,Personal Auto,Four-Door Car,471.443077
EF52334,Washington,M,Bachelor,572027.54,0.0,93.0,0.0,Personal Auto,Four-Door Car,669.6
ZV17267,Oregon,F,Bachelor,572027.54,37056.0,92.0,0.0,Personal Auto,Four-Door Car,441.6
RH71877,Arizona,F,College,572027.54,12964.0,65.0,0.0,Personal Auto,Two-Door Car,362.774545
GS23406,California,F,High School or Below,572027.54,30916.0,70.0,0.0,Personal Auto,Four-Door Car,21.143072
VZ66567,California,M,Bachelor,572027.54,0.0,106.0,0.0,Personal Auto,SUV,508.8
VP57785,Oregon,F,College,572027.54,12964.0,65.0,0.0,Personal Auto,Two-Door Car,362.774545
NS51605,Oregon,M,Master,572027.54,26057.0,74.0,0.0,Personal Auto,Four-Door Car,523.888845
QV48556,Arizona,F,Master,572027.54,29981.0,71.0,0.0,Corporate Auto,Two-Door Car,340.8
